题名,摘要,关键词,发表年份,作者,单位,文献来源,中图分类号
健康画像的数据模型设计与智能化应用, 目的/意义 探索健康画像的数据模型设计与智能化应用。方法/过程 分析健康画像应用现状及问题，规范健康画像数据采集、立法与治理，系统性建立健康画像数据模型，探索健康画像潜在应用场景。结果/结论 设计形成健康画像数据模型，增强了健康画像的全面性、针对性；建立数据模型管理系统，提升了模型规范化管理效率；总结“健康管理和评估”“精确诊断和个性化诊疗”两大健康画像应用场景，帮助提高医疗质量和效果，满足个体健康需求。,健康画像;;数据模型设计;;数据模型管理;;智能化应用;;知识图谱;,2024/6/25,范春;马洁;徐安琪;徐一涵;史金龙,1.卫宁健康科技集团股份有限公司;2.宁夏医科大学,医学信息学杂志,R-05;TP311.13
智能化多源多维大数据融合设计在卫生应急中的应用, 目的/意义 针对来源复杂、标准多样的多源多维大数据，提出不同业务应用场景的数据治理和融合技术。方法/过程 以多源多维大数据融合在应对重大突发公共卫生事件的实践为例，重点阐述多源多维大数据融合面临的挑战、应用架构设计、技术集成、实施路径、应用场景等内容，分析应用效果和存在的不足。结果/结论 通过智能化多源多维大数据融合技术的设计，实现对千亿级别高频次更新的实时监听、读取、治理和交互关联，探索有效应对突发公共应急事件的智慧化路径。,多源多维大数据融合;;数据治理;;卫生应急;,2024/6/25,李少琼;金丽珠;杜雪杰;郭青,中国疾病预防控制中心,医学信息学杂志,R-05;TP311.13
气象敏感性疾病综合数据平台设计与实现, 目的/意义 设计综合数据平台，以满足气象敏感性疾病调查数据收集和共享的需要，提升我国对气象敏感性疾病的监测能力。方法/过程 通过数据抽取、数据交换、数据导入、定制采集等多种方式，将疾病数据、气象数据、环境数据、诊疗数据等加工处理，纳入平台统一管理。结果/结论 该平台实现了数据采集、汇交、可视化展现、数据共享功能，可为全国各基地的科研人员更好地管理和利用气象敏感性疾病调查数据提供支撑。,气象敏感性疾病;;数据定制;;数据质量评估;;数据可视化;,2024/6/25,郑环;陈强;张睿;孟郁洁;赵嘉,中国疾病预防控制中心,医学信息学杂志,R-05;TP311.13
体验式教学在围产保健管理继续教育培训中的应用, 目的/意义 探讨体验式教学模式在围产保健管理继续教育培训中的应用效果。方法/过程 由北京协和医院围产保健团队面向30位来自全国各地的孕产医护人员开展为期4天的体验式课堂教学。通过自制问卷分析学员在体验式课堂后临床技能提高、临床适用性、教育需求满足情况以及对课程教学内容、课程时间、教学设计、课堂氛围、教学形式的满意度，采用李克特量表对教学效果量化反馈。结果/结论 体验式教学模式在围产保健管理继续教育领域教学效果较好，有较好应用前景。未来应与理论式教学相结合，开展更完善、结构化的全国范围内的周期性教学，提升围产保健工作者的相关理论基础和临床技能，以更好地为孕产妇提供健康保健服务。,体验式教学;;围产保健管理;;继续教育;;教学评估;,2024/6/25,张素菡;杨林;杨毅;李晓菲;孙振凤,1.国家妇产疾病临床医学研究中心中国医学科学院/北京协和医学院北京协和医院妇产科;2.中国医学科学院/北京协和医学院医学信息研究所/图书馆;3.北京市大红门社区卫生服务中心;4.中国医学科学院/北京协和医学院人文和社会科学学院;5.北京市大兴区妇幼保健院;6.中国医学科学院/北京协和医学院护理学院,医学信息学杂志,C975;R-4
定制医疗器械增材制造的负载均衡进化调度方法, 目的/意义 提出并利用负载均衡进化调度方法，缩短定制医疗器械增材制造生产活动中的等待时间、均衡各机器负载。方法/过程 通过分析时间维度下的影响因素，建立双目标多约束优化问题的数学模型，引入负载均衡算子，采用负载均衡进化调度算法求解模型。结果/结论 含有负载均衡算子的负载均衡进化调度方法在任务等待时间和负载均衡性能方面优于其他算法，特别是在大规模任务下效果显著。该方法能够有效缩短任务等待时间并实现机器负载均衡。,医疗器械;;增材制造;;负载均衡;;任务调度;,2024/6/25,沈喆;吴川;孙伟琴;刘付龙;张潇,徐州医科大学医学信息与工程学院,医学信息学杂志,TH77
基于真实世界数据的儿科处方流转平台用户特征比较研究, 目的/意义 基于儿科处方流转平台真实数据开展使用者特征比较研究，以期完善我国儿科处方流转服务和相关平台建设，为提高处方流转平台服务能力提供参考。方法/过程 收集2019年9月10日—2023年7月31日使用北京儿童医院处方流转平台购买药品的患儿信息，根据药品获取途径分为线上购药组和线下购药组，采用JMP 17.0（SAS）统计分析，组间比较采用Pearson χ<sup>2</sup>检验。结果/结论 两组人群的社会人口学特征、就诊行为特征、单次开药处方特征差异均有统计学意义。儿科处方流转平台在医联体单位具有较大潜力，线上模式是实现跨院药品流转的良好应用场景。根据不同用户群体建设多中心线上药品物流中心和线下药房等措施能有效提升平台服务能力。,处方流转;;用户特征比较;;儿科处方流转;;处方外流;;回顾性研究;,2024/6/25,吕慧;初平;张柠;徐新;赵成松,1.国家儿童医学中心/首都医科大学附属北京儿童医院;2.首都医科大学公共卫生学院,医学信息学杂志,R95
网络药理学在中药领域的应用和展望, 目的/意义 总结近年中药领域网络药理学研究成果，提出人工智能时代大规模生物医学数据解析方法，为中药网络药理学的发展趋势和未来应用提供思路与参考。方法/过程 基于文献分析，阐述网络药理学研究流程及其在中药药效物质基础、中药药效作用机制、疾病分子作用机制分析等方面的研究进展。探讨以图神经网络为代表的人工智能方法在中药网络药理学中的应用与趋势。结果/结论 将图神经网络引入中药网络药理学研究，借助人工智能模型，进一步丰富网络药理学研究方法，深度解析中药作用机制，为构建现代中药基础理论体系提供技术支撑。,中医药;;网络药理学;;复杂网络;;人工智能;;图神经网络;,2024/6/25,张代峰;胡晨骏;胡孔法,1.南京中医药大学人工智能与信息技术学院;2.江苏省中医药防治肿瘤协同创新中心,医学信息学杂志,R285
数字健康创新发展研究, 目的/意义 分析我国数字健康发展现状与问题，探索如何推动数字健康创新发展。方法/过程 运用文献调研和网络调查法研究分析数字健康发展现状与主要问题，基于案例分析构建数字健康创新发展路径。结果/结论 数字技术成为破除数字健康发展多重障碍的关键。提出“共享协作治理平台-产业保障体系-智能化监管机制”具体路径，以及基于技术的产业创新发展对策。,数字技术;;数字健康;;数字健康产业;;健康医疗数据;;创新发展;,2024/6/25,熊乐佳;虢毅;吴旭生;胡德华;和晓峰,1.中南大学生命科学学院;2.深圳市卫生健康发展研究和数据管理中心,医学信息学杂志,R-05
人工智能大模型在医疗领域的应用现状与前景展望, 目的/意义 梳理分析人工智能大模型在医疗领域的应用现状，为人工智能大模型在该领域的研究提供新思路。方法/过程 在相关文献分析基础上，梳理人工智能大模型在智慧医疗、医疗元宇宙、医学研究等领域的应用场景及具体实例，总结人工智能大模型在医疗领域应用的风险与挑战。结果/结论 人工智能大模型在医疗领域具有广阔的发展空间，应推动人工智能大模型核心技术发展，进一步完善相关规范与法律。,人工智能;;大模型;;智慧医疗;;医疗元宇宙;;医学研发;,2024/6/25,郑琰莉;韩福海;李舒玉;苏文星,1.泰达国际心血管病医院;4.中国科学院大学应急管理科学与工程学院,医学信息学杂志,R-05
医学领域“中国高被引学者”群体特征分析, 目的/意义 探究我国医学领域近年高层次人才特征，为制定人才培养政策、有效发挥科技人才作用提供参考。方法/过程 以爱思唯尔2017—2021年“中国高被引学者”榜单为基础，分析医学领域连续5年入选者的分布和发展态势。结果/结论 入选“中国高被引学者”的专家主要集中在高校和科研院所，一定程度上与科研资源集聚呈正向关系，临床医学和药学学科(方向)入选人数优势明显，入选者大多保持较高的科研产出和研究活跃度。基于分析结果，提出医学领域顶尖人才发展建议。,中国高被引学者;;医学领域;;群体分析;;高被引论文;,2024/6/25,崔艳梅;陶佳颐;陈宣男;刘海涛,1.中国医学科学院北京协和医学院;2.中国医学科学院药物研究所,医学信息学杂志,R-05
医联体大数据安全管理体系建设与实施," 目的/意义 基于医联体大数据构建数据安全管理体系，以达到增强数据防护、减少安全隐患并提高数据安全性的目的。方法/过程 通过分析医联体业务场景，在采集、传输、存储、处理、共享、销毁全生命周期建立数据安全策略和应用安全技术，完善数据安全体系建设。结果/结论 数据安全管理体系是医联体业务的“安全带”,以清晰的安全制度和标准为大纲，为医院业务合法合规开展提供了有效路径并建立了反馈机制。",医联体;;数据安全;;管理体系;;全生命周期;;安全审计;,2024/6/25,周大鸿;黄艺璠;王红迁;缪斯蔚;李颖,陆军军医大学第一附属医院医学大数据与人工智能中心,医学信息学杂志,R-05
